objectid,filename,title-es,creator,description-es,date,locations_es,location_first_#NAME?,location_first_es,latitude_first,longitude_first,location_second_#NAME?,location_second_es,latitude_second,longitude_second,location_third_#NAME?,location_third_es,latitude_third,longitude_third,location_fourth_#NAME?,location_fourth_es,latitude_fourth,longitude_fourth,subject-es,language,source,format,type,rights,rightsstatement,vimeoid,youtubeid,#NAME?,#NAME?,#NAME?,#NAME?,gender-strategy,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,LND_or_LNI,#NAME?,#NAME?,#NAME?,#NAME?,university-collection,parentid,image_thumb,embedding_webpage
adacl,,Acción Directa Activismo Conciente Libertario #1,Daniel Isaid V. F.;Pollopunk,,,,,,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Acción Directa Activismo Conciente Libertario #1,"The author utilizes the gender-inclusive neomorpheme -@ in this anachist zine to play with the gender-inclusivity and in reference to the anarchist symbol. Publication date is unclear, estimated to be around 2013 since it refers to the use of hotmail (popular in the use of MSN messenger) and Facebook. ",,Fanzine,arroba,Acción Directa Activismo Conciente Libertario #1,"The author utilizes the gender-inclusive neomorpheme -@ in this anachist zine to play with the gender-inclusivity and in reference to the anarchist symbol. Publication date is unclear, estimated to be around 2013 since it refers to the use of hotmail (popular in the use of MSN messenger) and Facebook. ",,Fanzine,Acción Directa Activismo Conciente Libertario #1,"The author utilizes the gender-inclusive neomorpheme -@ in this anachist zine to play with the gender-inclusivity and in reference to the anarchist symbol. Publication date is unclear, estimated to be around 2013 since it refers to the use of hotmail (popular in the use of MSN messenger) and Facebook. ",,Fanzine,,Acción Directa Activismo Conciente Libertario #1,"The author utilizes the gender-inclusive neomorpheme -@ in this anachist zine to play with the gender-inclusivity and in reference to the anarchist symbol. Publication date is unclear, estimated to be around 2013 since it refers to the use of hotmail (popular in the use of MSN messenger) and Facebook. ",,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane63,,Tres Flechas Fanzine (Noviembre 2007),,,2007,,,,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Tres Flechas Fanzine (Noviembre 2007),This anarchist zine features the use of gender-inclusive language through the use of the gender-inclusive neomorpheme -@.,,Fanzine,arroba,Tres Flechas Fanzine (Noviembre 2007),This anarchist zine features the use of gender-inclusive language through the use of the gender-inclusive neomorpheme -@.,,Fanzine,Tres Flechas Fanzine (Noviembre 2007),This anarchist zine features the use of gender-inclusive language through the use of the gender-inclusive neomorpheme -@.,,Fanzine,,Tres Flechas Fanzine (Noviembre 2007),This anarchist zine features the use of gender-inclusive language through the use of the gender-inclusive neomorpheme -@.,,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane64,,Tres Flechas Fanzine (Marzo 2008),,,2008,,,,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Tres Flechas Fanzine (Marzo 2008),,,Fanzine,arroba,Tres Flechas Fanzine (Marzo 2008),,,Fanzine,Tres Flechas Fanzine (Marzo 2008),,,Fanzine,,Tres Flechas Fanzine (Marzo 2008),,,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane65,,"El Conero (No. 3, Primavera de 2015). ",Periodico Independiente de Combate,,2015,,,,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,"El Conero (No. 3, Primavera de 2015). ",,,Fanzine,letra-x,"El Conero (No. 3, Primavera de 2015). ",,,Fanzine,"El Conero (No. 3, Primavera de 2015). ",,,Fanzine,,"El Conero (No. 3, Primavera de 2015). ",,,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane66,,Anarquismo: la conexión feminista. El anarquismo y el movimiento de las mujeres,Peggy Kornegger. Editorial Mariquita (transl.),,,Chile,,Chile,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Anarquismo: la conexión feminista. El anarquismo y el movimiento de las mujeres,"They utilize the gender-inclusive neomorpheme -x at the final part of the text, where they share greetings and instructions about the edition.",Chile,Fanzine,letra-x,Anarquismo: la conexión feminista. El anarquismo y el movimiento de las mujeres,"They utilize the gender-inclusive neomorpheme -x at the final part of the text, where they share greetings and instructions about the edition.",Chile,Fanzine,Anarquismo: la conexión feminista. El anarquismo y el movimiento de las mujeres,"They utilize the gender-inclusive neomorpheme -x at the final part of the text, where they share greetings and instructions about the edition.",Chile,Fanzine,,Anarquismo: la conexión feminista. El anarquismo y el movimiento de las mujeres,"They utilize the gender-inclusive neomorpheme -x at the final part of the text, where they share greetings and instructions about the edition.",Chile,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane67,,"MANUAL DE DEFENSA para ""MUJERES"" y otras expresiones de GÉNERO NO HEGEMÓNICAS",Manada de Lobxs,,,Chile,,Chile,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,"MANUAL DE DEFENSA para ""MUJERES"" y otras expresiones de GÉNERO NO HEGEMÓNICAS","They utilize the gender-inclusive neomorpheme -x, as in ""amigx, desconocidx"" (p. 6).",Chile,Fanzine,letra-x,"MANUAL DE DEFENSA para ""MUJERES"" y otras expresiones de GÉNERO NO HEGEMÓNICAS","They utilize the gender-inclusive neomorpheme -x, as in ""amigx, desconocidx"" (p. 6).",Chile,Fanzine,"MANUAL DE DEFENSA para ""MUJERES"" y otras expresiones de GÉNERO NO HEGEMÓNICAS","They utilize the gender-inclusive neomorpheme -x, as in ""amigx, desconocidx"" (p. 6).",Chile,Fanzine,,"MANUAL DE DEFENSA para ""MUJERES"" y otras expresiones de GÉNERO NO HEGEMÓNICAS","They utilize the gender-inclusive neomorpheme -x, as in ""amigx, desconocidx"" (p. 6).",Chile,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane68,,Huelga de Testículos: Responsabilidad sexual masculina y antinatalismo,,,2019,Valle del Maipo;Chile,,Valle del Maipo,,,,Chile,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Huelga de Testículos: Responsabilidad sexual masculina y antinatalismo,"They utilize the gender-inclusive neomorphemes -x, as in ""nosotrxs mismxs"" (p. 24), and -e, as in ""tener hijes"" (p. 35).",Valle del Maipo;Chile,Fanzine,letra-x;letra-e,Huelga de Testículos: Responsabilidad sexual masculina y antinatalismo,"They utilize the gender-inclusive neomorphemes -x, as in ""nosotrxs mismxs"" (p. 24), and -e, as in ""tener hijes"" (p. 35).",Valle del Maipo;Chile,Fanzine,Huelga de Testículos: Responsabilidad sexual masculina y antinatalismo,"They utilize the gender-inclusive neomorphemes -x, as in ""nosotrxs mismxs"" (p. 24), and -e, as in ""tener hijes"" (p. 35).",Valle del Maipo;Chile,Fanzine,,Huelga de Testículos: Responsabilidad sexual masculina y antinatalismo,"They utilize the gender-inclusive neomorphemes -x, as in ""nosotrxs mismxs"" (p. 24), and -e, as in ""tener hijes"" (p. 35).",Valle del Maipo;Chile,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane69,,Perspectivas y Experiencias de Luchas Anarquicas Contra la I.I.R.S.A.,,,,Chile,,Chile,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Perspectivas y Experiencias de Luchas Anarquicas Contra la I.I.R.S.A.,,Chile,Fanzine,letra-x,Perspectivas y Experiencias de Luchas Anarquicas Contra la I.I.R.S.A.,,Chile,Fanzine,Perspectivas y Experiencias de Luchas Anarquicas Contra la I.I.R.S.A.,,Chile,Fanzine,,Perspectivas y Experiencias de Luchas Anarquicas Contra la I.I.R.S.A.,,Chile,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane70,,Por la libertad de lxs presxs politicxs de la revuelta,Coordinadora 18 de Octobre,,2020,Chile,,Chile,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Por la libertad de lxs presxs politicxs de la revuelta,,Chile,Fanzine,letra-x,Por la libertad de lxs presxs politicxs de la revuelta,,Chile,Fanzine,Por la libertad de lxs presxs politicxs de la revuelta,,Chile,Fanzine,,Por la libertad de lxs presxs politicxs de la revuelta,,Chile,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane71,,Recopilación de textos sobre ingresos en centros psiquiatricos: Ingresos Forzosos ,,,,,,,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Recopilación de textos sobre ingresos en centros psiquiatricos: Ingresos Forzosos ,,,Fanzine,letra-x,Recopilación de textos sobre ingresos en centros psiquiatricos: Ingresos Forzosos ,,,Fanzine,Recopilación de textos sobre ingresos en centros psiquiatricos: Ingresos Forzosos ,,,Fanzine,,Recopilación de textos sobre ingresos en centros psiquiatricos: Ingresos Forzosos ,,,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane72,,"Más de dos meses de revuelta contra el estado de Chile: Reudos balances, institivas proyecciones y permanentes negaciones",Kalinov Most,,2020,Chile,,Chile,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,"Más de dos meses de revuelta contra el estado de Chile: Reudos balances, institivas proyecciones y permanentes negaciones",,Chile,Fanzine,letra-x,"Más de dos meses de revuelta contra el estado de Chile: Reudos balances, institivas proyecciones y permanentes negaciones",,Chile,Fanzine,"Más de dos meses de revuelta contra el estado de Chile: Reudos balances, institivas proyecciones y permanentes negaciones",,Chile,Fanzine,,"Más de dos meses de revuelta contra el estado de Chile: Reudos balances, institivas proyecciones y permanentes negaciones",,Chile,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane73,,Que no pare la revolución,Guido Salinas;Sebastián Castro,,,likely Chile,,likely Chile,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Que no pare la revolución,,likely Chile,Fanzine,arroba,Que no pare la revolución,,likely Chile,Fanzine,Que no pare la revolución,,likely Chile,Fanzine,,Que no pare la revolución,,likely Chile,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane74,,Carlos Daniel es una joven bruja,Carlos Daniel Mo,,,Mexico,,Mexico,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Carlos Daniel es una joven bruja,,Mexico,Fanzine,_i,Carlos Daniel es una joven bruja,,Mexico,Fanzine,Carlos Daniel es una joven bruja,,Mexico,Fanzine,,Carlos Daniel es una joven bruja,,Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane75,,Empazinar la mojarra,,,,Mexico,,Mexico,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Empazinar la mojarra,"LNI, ",Mexico,Fanzine,letra-x;letra-e,Empazinar la mojarra,"LNI, ",Mexico,Fanzine,Empazinar la mojarra,"LNI, ",Mexico,Fanzine,,Empazinar la mojarra,"LNI, ",Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane76,,"Xti Guendarannaxhii, Otra forma de amar",Paula Ya,,,Mexico,,Mexico,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,"Xti Guendarannaxhii, Otra forma de amar","-x, translation of poems from an indigenous language to Spanish, used gender-inclusive Spanish neomorphemes to encompass the gender system from the original languiage",Mexico,Fanzine,letra-x,"Xti Guendarannaxhii, Otra forma de amar","-x, translation of poems from an indigenous language to Spanish, used gender-inclusive Spanish neomorphemes to encompass the gender system from the original languiage",Mexico,Fanzine,"Xti Guendarannaxhii, Otra forma de amar","-x, translation of poems from an indigenous language to Spanish, used gender-inclusive Spanish neomorphemes to encompass the gender system from the original languiage",Mexico,Fanzine,,"Xti Guendarannaxhii, Otra forma de amar","-x, translation of poems from an indigenous language to Spanish, used gender-inclusive Spanish neomorphemes to encompass the gender system from the original languiage",Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane77,,Consignas Feministas,,,,Mexico,,Mexico,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Consignas Feministas,,Mexico,Fanzine,LNI,Consignas Feministas,,Mexico,Fanzine,Consignas Feministas,,Mexico,Fanzine,,Consignas Feministas,,Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane78,,Vomito y Rabia #3,Irhui P.,,2013,Mexico,,Mexico,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Vomito y Rabia #3,,Mexico,Fanzine,letra-x,Vomito y Rabia #3,,Mexico,Fanzine,Vomito y Rabia #3,,Mexico,Fanzine,,Vomito y Rabia #3,,Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane79,,Vomito y Rabia #2,,,,Mexico,,Mexico,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Vomito y Rabia #2,,Mexico,Fanzine,,Vomito y Rabia #2,,Mexico,Fanzine,Vomito y Rabia #2,,Mexico,Fanzine,,Vomito y Rabia #2,,Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane80,,"Diidxa ni dxandí xneza, Certeras palavras del camino",Paula Yaa;Bidxiiña Yase;Ta Güero,,,Mexico,,Mexico,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,"Diidxa ni dxandí xneza, Certeras palavras del camino",,Mexico,Fanzine,LNI,"Diidxa ni dxandí xneza, Certeras palavras del camino",,Mexico,Fanzine,"Diidxa ni dxandí xneza, Certeras palavras del camino",,Mexico,Fanzine,,"Diidxa ni dxandí xneza, Certeras palavras del camino",,Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane81,,bullicios de la montaña,,,2019,Mexico,,Mexico,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,bullicios de la montaña,,Mexico,Fanzine,letra-x,bullicios de la montaña,,Mexico,Fanzine,bullicios de la montaña,,Mexico,Fanzine,,bullicios de la montaña,,Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane82,,Imaginación política: Encuentro Internacional,Mario Morales;Sandro Brito;Jazael Olguín Zapata,,2019,Ciudad de Mexico;Mexico,,Ciudad de Mexico,,,,Mexico,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Imaginación política: Encuentro Internacional,,Ciudad de Mexico;Mexico,Fanzine,letra-x,Imaginación política: Encuentro Internacional,,Ciudad de Mexico;Mexico,Fanzine,Imaginación política: Encuentro Internacional,,Ciudad de Mexico;Mexico,Fanzine,,Imaginación política: Encuentro Internacional,,Ciudad de Mexico;Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane83,,"Brújula y Puerto: Prácticas imaginativas, territorios en disputa",Ana Milena Garzón;Hama Goro;Jazael Olguín Zapata;Malika Umarova;Marilyn Douala Bell; Molemo Moila;Rangoato Siempreotravez;Tania Ximenez;Inland,,,Mexico,,Mexico,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,"Brújula y Puerto: Prácticas imaginativas, territorios en disputa",,Mexico,Fanzine,arroba,"Brújula y Puerto: Prácticas imaginativas, territorios en disputa",,Mexico,Fanzine,"Brújula y Puerto: Prácticas imaginativas, territorios en disputa",,Mexico,Fanzine,,"Brújula y Puerto: Prácticas imaginativas, territorios en disputa",,Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane84,,Resiste Pedal. Viajes en bicicleta,,,2018,Mexico,,Mexico,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Resiste Pedal. Viajes en bicicleta,,Mexico,Fanzine,letra-x,Resiste Pedal. Viajes en bicicleta,,Mexico,Fanzine,Resiste Pedal. Viajes en bicicleta,,Mexico,Fanzine,,Resiste Pedal. Viajes en bicicleta,,Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane85,,Como si me faltara una parte de mi cuerpo: La búsqueda de María Dolores Rizo,Marisol Rizo;Ita del Cielo,,2018,Puebla-Tacámac; México,,Puebla-Tacámac,,,,México,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Como si me faltara una parte de mi cuerpo: La búsqueda de María Dolores Rizo,,Puebla-Tacámac; México,Fanzine,letra-x,Como si me faltara una parte de mi cuerpo: La búsqueda de María Dolores Rizo,,Puebla-Tacámac; México,Fanzine,Como si me faltara una parte de mi cuerpo: La búsqueda de María Dolores Rizo,,Puebla-Tacámac; México,Fanzine,,Como si me faltara una parte de mi cuerpo: La búsqueda de María Dolores Rizo,,Puebla-Tacámac; México,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane86,,No todo es la capuch@ ,,,2018,,,,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,No todo es la capuch@ ,,Mexico,Fanzine,arroba;letra-x,No todo es la capuch@ ,,Mexico,Fanzine,No todo es la capuch@ ,,Mexico,Fanzine,,No todo es la capuch@ ,,Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane87,,Ahora se abre una flor,,,,Mexico,,Mexico,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Ahora se abre una flor,,Mexico,Fanzine,letra-x,Ahora se abre una flor,,Mexico,Fanzine,Ahora se abre una flor,,Mexico,Fanzine,,Ahora se abre una flor,,Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane88,,Macha no. 2,Manuel Tzoc;Fabrizio Quemé,,2014,Guatemala,,Guatemala,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Macha no. 2,,Guatemala,Fanzine,letra-x;arroba,Macha no. 2,,Guatemala,Fanzine,Macha no. 2,,Guatemala,Fanzine,,Macha no. 2,,Guatemala,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane89,,Macha no. 3,Manuel Tzoc;Fabrizio Quemé,,2015,Guatemala,,Guatemala,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Macha no. 3,,Guatemala,Fanzine,letra-x,Macha no. 3,,Guatemala,Fanzine,Macha no. 3,,Guatemala,Fanzine,,Macha no. 3,,Guatemala,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane90,,De ida,Danniela Güiza;Jhonny Jiménez;María Camila García Rivera;Alejandra Montero V.;Daniela Zuluaga;Emily Blanco,,2022,Bogotá;Colombia,,Bogotá,,,,Colombia,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,De ida,"LNI, X",Bogotá;Colombia,Fanzine,letra-x,De ida,"LNI, X",Bogotá;Colombia,Fanzine,De ida,"LNI, X",Bogotá;Colombia,Fanzine,,De ida,"LNI, X",Bogotá;Colombia,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane91,,Bestiario,Emily Blanco;Paula Castañeda;Daniela Güiza;Sebastián Herrera;Jhonny Jiménez;Alejandra Montero;Daniela Zaluaga,,2024,Bogotá;Colombia,,Bogotá,,,,Colombia,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Bestiario,"LNI, X",Bogotá;Colombia,Fanzine,letra-x,Bestiario,"LNI, X",Bogotá;Colombia,Fanzine,Bestiario,"LNI, X",Bogotá;Colombia,Fanzine,,Bestiario,"LNI, X",Bogotá;Colombia,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane92,,Las sindicadas: Historias desde abajo,Ana María Rodríguez;Sybil Lorena Sanabria;Carolina Romero,,2024,Bogotá;Colombia,,Bogotá,,,,Colombia,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Las sindicadas: Historias desde abajo,E,Bogotá;Colombia,Fanzine,letra-e,Las sindicadas: Historias desde abajo,E,Bogotá;Colombia,Fanzine,Las sindicadas: Historias desde abajo,E,Bogotá;Colombia,Fanzine,,Las sindicadas: Historias desde abajo,E,Bogotá;Colombia,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane93,,Marikitas Neurocuir,Alvi Moreno;Satizabal;Oli Tapias,,2023,Colombia,,Colombia,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Marikitas Neurocuir,E,Colombia,Fanzine,letra-e,Marikitas Neurocuir,E,Colombia,Fanzine,Marikitas Neurocuir,E,Colombia,Fanzine,,Marikitas Neurocuir,E,Colombia,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane94,,Club de Collage no. 2,,,,Colombia,,Colombia,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Club de Collage no. 2,LNI,Colombia,Fanzine,,Club de Collage no. 2,LNI,Colombia,Fanzine,Club de Collage no. 2,LNI,Colombia,Fanzine,,Club de Collage no. 2,LNI,Colombia,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane95,,Artisten sin curador,,,2021,Colombia,,Colombia,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Artisten sin curador,e,Colombia,Fanzine,letra-e,Artisten sin curador,e,Colombia,Fanzine,Artisten sin curador,e,Colombia,Fanzine,,Artisten sin curador,e,Colombia,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane96,,dolores cotidianos,alba moreu,,,Colombia,,Colombia,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,dolores cotidianos,(),Colombia,Fanzine,,dolores cotidianos,(),Colombia,Fanzine,dolores cotidianos,(),Colombia,Fanzine,,dolores cotidianos,(),Colombia,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane97,,Quinta Línea,,,2021,Colombia,,Colombia,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Quinta Línea,"x, e",Colombia,Fanzine,letra-e;letra-x,Quinta Línea,"x, e",Colombia,Fanzine,Quinta Línea,"x, e",Colombia,Fanzine,,Quinta Línea,"x, e",Colombia,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Tulane98,,Lambucio,Astrid Ávila;Cedric Cáceres;Camila Montaña;Juan Felipe Pérez,,2020,Bogotá;Colombia,,Bogotá,,,,Colombia,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Lambucio,LNI,Bogotá;Colombia,Fanzine,,Lambucio,LNI,Bogotá;Colombia,Fanzine,Lambucio,LNI,Bogotá;Colombia,Fanzine,,Lambucio,LNI,Bogotá;Colombia,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
